Name,City,State,Total Patients,Mortality %,Complication %,Start Date,End Date
Hot Springs County Memorial Hospital,Thermopolis,Wyoming,,,,,
St. John's Medical Center and Living Center,Jackson,Wyoming,,,,,
Star Valley Medical Center,Afton,Wyoming,,,,,
Memorial Hospital of Converse County,Douglas,Wyoming,,,,,
Cheyenne Regional Medical Center,Cheyenne,Wyoming,19,96,87,July 2011,June 2014
Weston County Health Services,Newcastle,Wyoming,,,,,
Ivinson Memorial Hospital,Laramie,Wyoming,,,,,
Memorial Hospital of Sweetwater County,Rock Springs,Wyoming,,,,,
South Lincoln Medical Center,Kemmerer,Wyoming,,,,,
North Big Horn Hospital District,Lovell,Wyoming,,,,,
South Big Horn County Hospital,Basin,Wyoming,,,,,
Wyoming Medical Center,Casper,Wyoming,28,98,88,July 2011,June 2014
Evanston Regional Hospital,Evanston,Wyoming,,,,,
Community Hospital,Torrington,Wyoming,,,,,
Sheridan Memorial Hospital,Sheridan,Wyoming,,,,,
Powell Valley Healthcare,Powell,Wyoming,,,,,
Platte County Memorial Hospital,Wheatland,Wyoming,,,,,
Mountain View Regional Hospital,Casper,Wyoming,,,,,
SageWest Health Care at Riverton,Riverton,Wyoming,,,,,
Campbell County Memorial Hospital,Gillette,Wyoming,,,,,
Washakie Medical Center,Worland,Wyoming,,,,,
Johnson County Healthcare Center,Buffalo,Wyoming,,,,,
Crook County Medical Services District,Sundance,Wyoming,,,,,
West Park Hospital,Cody,Wyoming,,,,,
Memorial Hospital of Carbon County,Rawlins,Wyoming,,,,,
PeaceHealth Peace Island Medical Center,Friday Harbor,Washington,,,,,
Skagit Valley Hospital,Mount Vernon,Washington,,,,,
Virginia Mason Medical Center,Seattle,Washington,186,97,88,July 2011,June 2014
PeaceHealth United General Medical Center,Sedro-Woolley,Washington,,,,,
Three Rivers Hospital,Brewster,Washington,,,,,
Highline Medical Center,Burien,Washington,,,,,
Providence Regional Medical Center Everett,Everett,Washington,187,97,89,July 2011,June 2014
Deaconess Hospital,Spokane,Washington,,,,,
Providence St. Joseph's Hospital,Chewelah,Washington,,,,,
Sunnyside Community Hospital and Clinics,Sunnyside,Washington,,,,,
Pullman Regional Hospital,Pullman,Washington,,,,,
Klickitat Valley Health,Goldendale,Washington,,,,,
St. Anthony Hospital,Gig Harbor,Washington,,,,,
Central Washington Hospital,Wenatchee,Washington,63,98,87,July 2011,June 2014
MultiCare Good Samaritan Hospital,Puyallup,Washington,,,,,
Swedish Medical Center-First Hill,Seattle,Washington,,,,,
Toppenish Community Hospital,Toppenish,Washington,,,,,
Harrison Medical Center,Bremerton,Washington,104,98,89,July 2011,June 2014
Valley Hospital,Spokane Valley,Washington,,,,,
EvergreenHealth,Kirkland,Washington,,,,,
Providence Mount Carmel Hospital,Colville,Washington,,,,,
Jefferson Healthcare,Port Townsend,Washington,,,,,
Willapa Harbor Hospital,South Bend,Washington,,,,,
Summit Pacific Medical Center,Elma,Washington,,,,,
Columbia Basin Hospital,Ephrata,Washington,,,,,
PeaceHealth Southwest Medical Center,Vancouver,Washington,103,98,84,July 2011,June 2014
Swedish/Issaquah,Issaquah,Washington,,,,,
Quincy Valley Medical Center,Quincy,Washington,,,,,
Swedish Medical Center-Cherry Hill Campus,Seattle,Washington,257,99,88,July 2011,June 2014
Snoqualmie Valley Hospital District,Snoqualmie,Washington,,,,,
Walla Walla General Hospital,Walla Walla,Washington,,,,,
Morton General Hospital,Morton,Washington,,,,,
PeaceHealth St. Joseph Medical Center,Bellingham,Washington,123,98,88,July 2011,June 2014
Providence Centralia Hospital,Centralia,Washington,,,,,
Legacy Salmon Creek Medical Center,Vancouver,Washington,,,,,
Grays Harbor Community Hospital,Aberdeen,Washington,,,,,
UW Medicine/Valley Medical Center,Renton,Washington,,,,,
North Valley Hospital,Tonasket,Washington,,,,,
Yakima Regional Medical and Cardiac Center,Yakima,Washington,,,,,
Island Hospital,Anacortes,Washington,,,,,
PeaceHealth St. John Medical Center,Longview,Washington,,,,,
Columbia County Health System,Dayton,Washington,,,,,
Lake Chelan Community Hospital,Chelan,Washington,,,,,
EvergreenHealth Monroe,Monroe,Washington,,,,,
Providence Holy Family Hospital,Spokane,Washington,,,,,
Wenatchee Valley Medical Center,Wenatchee,Washington,,,,,
Providence St. Mary Medical Center,Walla Walla,Washington,,,,,
Mid-Valley Hospital,Omak,Washington,,,,,
MultiCare Auburn Medical Center,Auburn,Washington,,,,,
St. Francis Hospital,Federal Way,Washington,,,,,
PMH Medical Center,Prosser,Washington,,,,,
St. Clare Hospital,Lakewood,Washington,,,,,
Providence Sacred Heart Medical Center & Children's Hospital,Spokane,Washington,307,98,93,July 2011,June 2014
Ferry County Memorial Hospital,Republic,Washington,,,,,
Newport Hospital and Health Services,Newport,Washington,,,,,
Tri-State Memorial Hospital,Clarkston,Washington,,,,,
Providence St. Peter Hospital,Olympia,Washington,161,96,85,July 2011,June 2014
Trios Health,Kennewick,Washington,,,,,
Ocean Beach Hospital,Ilwaco,Washington,,,,,
Mason General Hospital,Shelton,Washington,,,,,
Cascade Valley Hospital and Clinics,Arlington,Washington,,,,,
Yakima Valley Memorial Hospital,Yakima,Washington,,,,,
Capital Medical Center,Olympia,Washington,,,,,
Olympic Medical Center,Port Angeles,Washington,,,,,
Forks Community Hospital,Forks,Washington,,,,,
St. Joseph Medical Center,Tacoma,Washington,202,97,92,July 2011,June 2014
Kittitas Valley Healthcare,Ellensburg,Washington,,,,,
Cascade Medical Center,Leavenworth,Washington,,,,,
Whitman Hospital and Medical Center,Colfax,Washington,,,,,
Swedish/Edmonds,Edmonds,Washington,,,,,
St. Elizabeth Hospital,Enumclaw,Washington,,,,,
Overlake Medical Center,Bellevue,Washington,,,,,
Whidbey General Hospital,Coupeville,Washington,,,,,
MultiCare Tacoma General Hospital,Tacoma,Washington,150,97,82,July 2011,June 2014
Samaritan Healthcare,Moses Lake,Washington,,,,,
Othello Community Hospital,Othello,Washington,,,,,
University of Washington Medical Center,Seattle,Washington,,,,,
UW Medicine/Northwest Hospital & Medical Center,Seattle,Washington,,,,,
Lourdes Medical Center,Pasco,Washington,,,,,
Coulee Medical Center,Grand Coulee,Washington,,,,,
Lincoln Hospital,Davenport,Washington,,,,,
UW Medicine/Harborview Medical Center,Seattle,Washington,,,,,
Kadlec Regional Medical Center,Richland,Washington,,,,,
Skyline Hospital,White Salmon,Washington,,,,,
Stonewall Jackson Memorial Hospital,Weston,West Virginia,,,,,
Hampshire Memorial Hospital,Romney,West Virginia,,,,,
Wheeling Hospital,Wheeling,West Virginia,,,,,
West Virginia University Hospitals,Morgantown,West Virginia,,,,,
Pocahontas Memorial Hospital,Buckeye,West Virginia,,,,,
Pleasant Valley Hospital,Point Pleasant,West Virginia,,,,,
Sistersville General Hospital,Sistersville,West Virginia,,,,,
St. Mary's Medical Center,Huntington,West Virginia,,,,,
Broaddus Hospital,Philippi,West Virginia,,,,,
Jefferson Medical Center,Ranson,West Virginia,,,,,
Berkeley Medical Center,Martinsburg,West Virginia,,,,,
Weirton Medical Center,Weirton,West Virginia,,,,,
Reynolds Memorial Hospital,Glen Dale,West Virginia,,,,,
Grafton City Hospital,Grafton,West Virginia,,,,,
Welch Community Hospital,Welch,West Virginia,,,,,
Jackson General Hospital,Ripley,West Virginia,,,,,
Bluefield Regional Medical Center,Bluefield,West Virginia,,,,,
Preston Memorial Hospital,Kingwood,West Virginia,,,,,
Princeton Community Hospital,Princeton,West Virginia,,,,,
Plateau Medical Center,Oak Hill,West Virginia,,,,,
Summersville Regional Medical Center,Summersville,West Virginia,,,,,
Grant Memorial Hospital,Petersburg,West Virginia,,,,,
Saint Francis Hospital,Charleston,West Virginia,,,,,
Minnie Hamilton HealthCare Center,Grantsville,West Virginia,,,,,
Wetzel County Hospital,New Martinsville,West Virginia,,,,,
United Hospital Center,Bridgeport,West Virginia,,,,,
Davis Medical Center,Elkins,West Virginia,,,,,
Raleigh General Hospital,Beckley,West Virginia,,,,,
Roane General Hospital,Spencer,West Virginia,,,,,
Charleston Area Medical Center,Charleston,West Virginia,,,,,
Monongalia General Hospital,Morgantown,West Virginia,53,98,88,July 2011,June 2014
Beckley ARH Hospital,Beckley,West Virginia,,,,,
Potomac Valley Hospital,Keyser,West Virginia,,,,,
Camden Clark Medical Center,Parkersburg,West Virginia,24,98,87,July 2011,June 2014
Cabell Huntington Hospital,Huntington,West Virginia,,,,,
Braxton County Memorial Hospital,Gassaway,West Virginia,,,,,
Ohio Valley Medical Center,Wheeling,West Virginia,,,,,
Boone Memorial Hospital,Madison,West Virginia,,,,,
Greenbrier Valley Medical Center,Ronceverte,West Virginia,,,,,
War Memorial Hospital,Berkeley Springs,West Virginia,,,,,
Thomas Memorial Hospital,South Charleston,West Virginia,,,,,
St. Joseph's Hospital of Buckhannon,Buckhannon,West Virginia,,,,,
Summers County ARH Hospital,Hinton,West Virginia,,,,,
Williamson Memorial Hospital,Williamson,West Virginia,,,,,
Logan Regional Medical Center,Logan,West Virginia,,,,,
Fairmont Regional Medical Center,Fairmont,West Virginia,,,,,
Webster County Memorial Hospital,Webster Springs,West Virginia,,,,,
Montgomery General Hospital,Montgomery,West Virginia,,,,,
St. Peter's Hospital,Albany,New York,231,97,87,July 2011,June 2014
Lenox Hill Hospital,New York,New York,,,,,
North Central Bronx Hospital,Bronx,New York,,,,,
Southside Hospital,Bay Shore,New York,,,,,
KALEIDA Health,Buffalo,New York,236,99,91,July 2011,June 2014
Corning Hospital,Corning,New York,,,,,
Massena Memorial Hospital,Massena,New York,,,,,
Brookdale Hospital Medical Center,Brooklyn,New York,,,,,
Delaware Valley Hospital,Walton,New York,,,,,
Plainview Hospital,Plainview,New York,,,,,
Southampton Hospital,Southampton,New York,,,,,
Montefiore New Rochelle,New Rochelle,New York,,,,,
Vassar Brothers Medical Center,Poughkeepsie,New York,,,,,
Westfield Memorial Hospital,Westfield,New York,,,,,
St. Joseph's Hospital,Elmira,New York,,,,,
Samaritan Medical Center,Watertown,New York,,,,,
St. John's Riverside Hospital,Yonkers,New York,,,,,
Unity Hospital,Rochester,New York,,,,,
Upstate University Hospital,Syracuse,New York,,,,,
New York Eye and Ear Infirmary of Mount Sinai,New York,New York,,,,,
Hospital for Special Surgery,New York,New York,,,,,
Interfaith Medical Center,Brooklyn,New York,,,,,
Rome Memorial Hospital,Rome,New York,,,,,
"Our Lady of Lourdes Memorial Hospital, Inc.",Binghamton,New York,,,,,
Ira Davenport Memorial Hospital,Bath,New York,,,,,
Northern Westchester Hospital,Mount Kisco,New York,,,,,
Westchester Medical Center,Valhalla,New York,116,98,85,July 2011,June 2014
Woman's Christian Association Hospital,Jamestown,New York,,,,,
Cobleskill Regional Hospital,Cobleskill,New York,,,,,
Aurelia Osborn Fox Memorial Hospital,Oneonta,New York,,,,,
Margaretville Hospital,Margaretville,New York,,,,,
South Nassau Communities Hospital,Oceanside,New York,,,,,
Kings County Hospital Center,Brooklyn,New York,,,,,
Mercy Medical Center,Rockville Centre,New York,,,,,
St. Mary's Healthcare,Amsterdam,New York,,,,,
Saratoga Hospital,Saratoga Springs,New York,,,,,
St. Joseph Hospital,Bethpage,New York,,,,,
Kenmore Mercy Hospital,Kenmore,New York,,,,,
Sisters of Charity Hospital of Buffalo,Buffalo,New York,,,,,
Montefiore Medical Center,Bronx,New York,182,98,89,July 2011,June 2014
Ellis Hospital,Schenectady,New York,112,97,89,July 2011,June 2014
St. Charles Hospital,Port Jefferson,New York,,,,,
Crouse Hospital,Syracuse,New York,,,,,
Northern Dutchess Hospital,Rhinebeck,New York,,,,,
North Shore University Hospital,Manhasset,New York,,,,,
Nassau University Medical Center,East Meadow,New York,,,,,
The University of Vermont Health Network-Champlain Valley Physicians Hospital,Plattsburgh,New York,,,,,
Bronx-Lebanon Hospital Center Health Care System,Bronx,New York,,,,,
Jacobi Medical Center,Bronx,New York,,,,,
Kingsbrook Jewish Medical Center,Brooklyn,New York,,,,,
Highland Hospital of Rochester,Rochester,New York,,,,,
Bassett Medical Center,Cooperstown,New York,,,,,
Jamaica Hospital Medical Center,Jamaica,New York,,,,,
Cortland Regional Medical Center,Cortland,New York,,,,,
Faxton-St. Luke's Healthcare,Utica,New York,,,,,
Metropolitan Hospital Center,New York,New York,,,,,
Long Island Jewish Medical Center,New Hyde Park,New York,,,,,
United Health Services Hospitals-Binghamton,Binghamton,New York,,,,,
Coney Island Hospital,Brooklyn,New York,,,,,
Glens Falls Hospital,Glens Falls,New York,,,,,
Cuba Memorial Hospital,Cuba,New York,,,,,
NYU Langone Medical Center,New York,New York,481,98,85,July 2011,June 2014
Olean General Hospital,Olean,New York,,,,,
Oneida Healthcare,Oneida,New York,,,,,
Ellenville Regional Hospital,Ellenville,New York,,,,,
O'Connor Hospital,Delhi,New York,,,,,
Schuyler Hospital,Montour Falls,New York,,,,,
Soldiers and Sailors Memorial Hospital of Yates County,Penn Yan,New York,,,,,
Niagara Falls Memorial Medical Center,Niagara Falls,New York,,,,,
Bellevue Hospital Center,New York,New York,,,,,
Staten Island University Hospital,Staten Island,New York,,,,,
Eastern Niagara Hospital,Lockport,New York,,,,,
United Memorial Medical Center,Batavia,New York,,,,,
Brooks Memorial Hospital,Dunkirk,New York,,,,,
Brookhaven Memorial Hospital Medical Center,Patchogue,New York,,,,,
Sunnyview Rehabilitation Hospital,Schenectady,New York,,,,,
Putnam Hospital Center,Carmel,New York,,,,,
St. Luke's Cornwall Hospital,Newburgh,New York,,,,,
New York Community Hospital,Brooklyn,New York,,,,,
Helen Hayes Hospital,West Haverstraw,New York,,,,,
Community Memorial Hospital,Hamilton,New York,,,,,
Catskill Regional Medical Center,Harris,New York,,,,,
Alice Hyde Medical Center,Malone,New York,,,,,
Mount Sinai Hospital,New York,New York,,,,,
New York-Presbyterian/Hudson Valley Hospital,Cortlandt Manor,New York,,,,,
Nicholas H. Noyes Memorial Hospital,Dansville,New York,,,,,
Bertrand Chaffee Hospital,Springville,New York,,,,,
Stony Brook University Medical Center,Stony Brook,New York,,,,,
Mount Sinai St. Luke's - Roosevelt,New York,New York,,,,,
Good Samaritan Hospital Medical Center,West Islip,New York,,,,,
Clifton Springs Hospital and Clinic,Clifton Springs,New York,,,,,
Winthrop-University Hospital,Mineola,New York,,,,,
Little Falls Hospital,Little Falls,New York,,,,,
St. Catherine of Siena Medical Center,Smithtown,New York,,,,,
Orange Regional Medical Center,Middletown,New York,,,,,
Good Samaritan Hospital,Suffern,New York,42,98,89,July 2011,June 2014
Lewis County General Hospital,Lowville,New York,,,,,
Queens Hospital Center,Jamaica,New York,,,,,
New York-Presbyterian/Lawrence Hospital,Bronxville,New York,,,,,
Albany Medical Center,Albany,New York,220,99,91,July 2011,June 2014
Montefiore Mount Vernon,Mount Vernon,New York,,,,,
Nathan Littauer Hospital and Nursing Home,Gloversville,New York,,,,,
St. Anthony Community Hospital,Warwick,New York,,,,,
Samaritan Hospital,Troy,New York,,,,,
Health Alliance Hospital - Broadway Campus,Kingston,New York,,,,,
Lincoln Medical and Mental Health Center,Bronx,New York,,,,,
Arnot Ogden Medical Center,Elmira,New York,37,97,85,July 2011,June 2014
St. Mary's Hospital,Troy,New York,,,,,
Wyoming County Community Hospital,Warsaw,New York,,,,,
The University of Vermont Health Network Elizabethtown Community Hospital,Elizabethtown,New York,,,,,
Moses Ludington Hospital,Ticonderoga,New York,,,,,
Columbia Memorial Hospital,Hudson,New York,,,,,
Glen Cove Hospital,Glen Cove,New York,,,,,
Health Alliance Hospital - Mary's Avenue Campus,Kingston,New York,,,,,
Harlem Hospital Center,New York,New York,,,,,
Auburn Community Hospital,Auburn,New York,,,,,
St. Joseph's Medical Center,Yonkers,New York,,,,,
SUNY Downstate Medical Center University Hospital,Brooklyn,New York,,,,,
Nyack Hospital,Nyack,New York,,,,,
Mount Sinai Beth Israel,New York,New York,,,,,
White Plains Hospital Center,White Plains,New York,,,,,
Huntington Hospital,Huntington,New York,,,,,
Mercy Hospital,Buffalo,New York,176,98,86,July 2011,June 2014
Eastern Long Island Hospital,Greenport,New York,,,,,
New York-Presbyterian Hospital,New York,New York,,,,,
Elmhurst Hospital Center,Elmhurst,New York,,,,,
Canton-Potsdam Hospital,Potsdam,New York,,,,,
NYU Lutheran,Brooklyn,New York,,,,,
Wyckoff Heights Medical Center,Brooklyn,New York,,,,,
Franklin Hospital,Valley Stream,New York,,,,,
Brooklyn Hospital Center,Brooklyn,New York,,,,,
St. Francis Hospital,Roslyn,New York,,,,,
Mount St. Mary's Hospital and Health Center,Lewiston,New York,,,,,
Chenango Memorial Hospital,Norwich,New York,,,,,
Bon Secours Community Hospital,Port Jervis,New York,,,,,
Newark-Wayne Community Hospital,Newark,New York,,,,,
F. F. Thompson Hospital,Canandaigua,New York,,,,,
Maimonides Medical Center,Brooklyn,New York,,,,,
Cayuga Medical Center at Ithaca,Ithaca,New York,,,,,
Rochester General Hospital,Rochester,New York,349,98,84,July 2011,June 2014
Richmond University Medical Center,Staten Island,New York,,,,,
New York-Presbyterian/Queens,Flushing,New York,,,,,
Peconic Bay Medical Center,Riverhead,New York,,,,,
Albany Memorial Hospital,Albany,New York,,,,,
Flushing Hospital Medical Center,Flushing,New York,,,,,
St. Elizabeth Medical Center,Utica,New York,,,,,
Jones Memorial Hospital,Wellsville,New York,,,,,
Strong Memorial Hospital of the University of Rochester,Rochester,New York,272,97,85,July 2011,June 2014
Forest Hills Hospital,Forest Hills,New York,,,,,
Geneva General Hospital,Geneva,New York,,,,,
Erie County Medical Center,Buffalo,New York,,,,,
River Hospital,Alexandria Bay,New York,,,,,
St. John's Episcopal Hospital-South Shore,Far Rockaway,New York,,,,,
John T. Mather Memorial Hospital,Port Jefferson,New York,,,,,
Clifton-Fine Hospital,Star Lake,New York,,,,,
Burke Rehabilitation Hospital,White Plains,New York,,,,,
Grover M. Hermann Hospital,Callicoon,New York,,,,,
Oswego Hospital,Oswego,New York,,,,,
Gouverneur Hospital,Gouverneur,New York,,,,,
St. Barnabas Hospital,Bronx,New York,,,,,
St. James Mercy Health System,Hornell,New York,,,,,
Woodhull Medical and Mental Health Center,Brooklyn,New York,,,,,
Adirondack Medical Center,Saranac Lake,New York,,,,,
St. Joseph's Hospital Health Center,Syracuse,New York,350,99,92,July 2011,June 2014
Phelps Memorial Hospital Center,Sleepy Hollow,New York,,,,,
New York Methodist Hospital,Brooklyn,New York,,,,,
Claxton-Hepburn Medical Center,Ogdensburg,New York,,,,,
Pekin Hospital,Pekin,Illinois,,,,,
